Sentence,Category (Binary)
"Based on preliminary epidemiological investigation, most of the patients had come in close contact with animals or frequently visited a wholesale seafood market (which authorities in Wuhan said was the centre of the outbreak, and closed since January 1).",0-Pure
"But in the case of the Japanese man who had travelled to Wuhan and found to be infected with the new virus, the transmission does not seem to be from animals as the person did not visit the Huanan seafood market.",0-Pure
"According to WHO, the fact that certain cases do not seem linked with the seafood market would mean that the possibility of “limited human-to-human transmission cannot be excluded”.",1-Septic
"On January 8, a 61-year-old woman who had travelled from Wuhan to Thailand was hospitalised and mild pneumonia was diagnosed.",0-Pure
Thermal surveillance at the one of the airports in Bangkok detected the febrile illness of the traveller.,1-Septic
"Subsequent testing confirmed that the woman, a Chinese national, was that country’s first imported case of a ‘novel’ coronavirus infection.",0-Pure
She had not visited the Wuhan seafood market but instead another market where freshly slaughtered animals are sold.,0-Pure
"A second case was seen in Thailand on Friday, January 17 in a 74-year-old Chinese woman who travelled from Wuhan.",0-Pure
"On January 16, Japan reported a case of a man in his 30s who was infected with the new coronavirus.",0-Pure
He has been discharged from hospital.,0-Pure
India has issued a travel advisory asking citizens to follow certain precautionary measures while visiting China.,0-Pure
It does not recommend that travellers take any specific measures either.,1-Septic
"However, WHO provides general tips to reduce the risk of infection such as washing hands with soap and water, covering one’s nose and mouth while sneezing and coughing, avoiding contact with anyone who has cold or flu-like symptoms, thoroughly cooking meat and eggs, and avoid making unprotected contact with wild or farm animals.",0-Pure
Fourteen new donation centres are opening in England over the next few months including in places such as Lancaster and Leeds.,0-Pure
"Prime Minister Pedro Sánchez said the curfew, between the hours of 23:00 and 06:00, would come into force on Sunday.",1-Septic
"Under the emergency measures, local authorities can also ban travel between regions, Mr Sánchez said.",0-Pure
"He said he would ask parliament to extend the new rules, initially in force for 15 days, to six months.",0-Pure
Spain was hit hard during the first wave of the pandemic earlier this year and imposed a much more restrictive lockdown - one of the toughest in the world.,1-Septic
"Like many other European regions, however, it has been hit by a second wave of infections.",0-Pure
Spain has declared a national state of emergency and imposed a night-time curfew in an effort to help control a new spike in Covid-19 infections.,1-Septic
"The Congress on Friday announced another set of changes in the organisation, dropping Ghulam Nabi Azad and Mallikarjun Kharge as general secretaries while promoting spokesperson Randeep Singh Surjewala.",0-Pure
Congress interim president Sonia Gandhi has also constituted a 6-member special committee to assist her in organizational and operational matters.,0-Pure
"The members of this special committee are A K Antony, Ahmad Patel, Ambika Soni, K C Venugopal, Mukul Wasnik and Randeep Singh Surjewala.",0-Pure
Surjewala has also been made the general secretary in-charge for Congress affairs in Karnataka.,0-Pure
"Mukul Wasnik, who was one of the signatories to the letter for reforms, has found place in the special committee which is otherwise dominated by loyalists.",1-Septic
"Other leaders dropped as general secretaries include Motilal Vora, Ambika Soni, and Luizinho Falerio.",0-Pure
The party has also reconstituted the Congress Working Committee and the Central Election Authority.,0-Pure
"P Chidambaram, Jitendra Singh, and Randeep Surjewala have been made regular CWC members in organisational rejig by Sonia Gandhi.",0-Pure
"Rajeev Shukla and Pramod Tiwari have also found place in the CWC, but the surprise entry is Tariq Anwar who has been made a general secretary.",1-Septic
"The reconstituted CWC will have 22 leaders, while there will be 26 permanent invitees and 10 special invitees.",0-Pure
"The Central Election Authority will be now headed by Madhusudan Mistry, who replaces Wasnik, while Arvinder Singh Lovely, who was one of the signatories, has also found place in it.",0-Pure
"Azad was among 23 leaders who had written a letter to party chief Sonia Gandhi calling for a complete overhaul of the organisation, a full-time president and elections to Congress Working Committee.",0-Pure
"From the 'group of 23,' Azad and Anand Sharma continue to be regular members of the CWC, while Jitin Prasada has been made a permanent invitee to CWC from being a special invitee earlier.",1-Septic
Prasada has also been made in-charge of party affairs in West Bengal.,0-Pure
"Amid the growing rift with NDA partner JD(U) ahead of the Bihar assembly polls, Lok Janshakti Party patron Ram Vilas Paswan on Friday said he will stand firmly with whatever decision his son and LJP chief Chirag Paswan takes on the party's ties.",1-Septic
